"pf"	"scenario"
"342"	"Parameters bottom-up 1304 10_06_2020 18_06.txt"	"bottom-up"
"343"	"Parameters bottom-up 1305 10_06_2020 18_06.txt"	"bottom-up"
"344"	"Parameters bottom-up 1306 10_06_2020 18_06.txt"	"bottom-up"
"345"	"Parameters bottom-up 1307 10_06_2020 18_06.txt"	"bottom-up"
"346"	"Parameters bottom-up 1308 10_06_2020 18_06.txt"	"bottom-up"
"347"	"Parameters bottom-up 1309 10_06_2020 18_06.txt"	"bottom-up"
"348"	"Parameters bottom-up 131 10_06_2020 18_00.txt"	"bottom-up"
"349"	"Parameters bottom-up 1310 10_06_2020 18_06.txt"	"bottom-up"
"350"	"Parameters bottom-up 1311 10_06_2020 18_06.txt"	"bottom-up"
"351"	"Parameters bottom-up 1312 10_06_2020 18_06.txt"	"bottom-up"
"352"	"Parameters bottom-up 1313 10_06_2020 18_06.txt"	"bottom-up"
"353"	"Parameters bottom-up 1314 10_06_2020 18_06.txt"	"bottom-up"
"354"	"Parameters bottom-up 1315 10_06_2020 18_06.txt"	"bottom-up"
"355"	"Parameters bottom-up 1316 10_06_2020 18_06.txt"	"bottom-up"
"356"	"Parameters bottom-up 1317 10_06_2020 18_06.txt"	"bottom-up"
"357"	"Parameters bottom-up 1318 10_06_2020 18_06.txt"	"bottom-up"
"358"	"Parameters bottom-up 1319 10_06_2020 18_06.txt"	"bottom-up"
"359"	"Parameters bottom-up 132 10_06_2020 18_00.txt"	"bottom-up"
"360"	"Parameters bottom-up 1320 10_06_2020 18_06.txt"	"bottom-up"
"361"	"Parameters bottom-up 1321 10_06_2020 18_06.txt"	"bottom-up"
"362"	"Parameters bottom-up 1322 10_06_2020 18_06.txt"	"bottom-up"
"363"	"Parameters bottom-up 1323 10_06_2020 18_06.txt"	"bottom-up"
"364"	"Parameters bottom-up 1324 10_06_2020 18_06.txt"	"bottom-up"
"365"	"Parameters bottom-up 1325 10_06_2020 18_06.txt"	"bottom-up"
"366"	"Parameters bottom-up 1326 10_06_2020 18_06.txt"	"bottom-up"
"367"	"Parameters bottom-up 1327 10_06_2020 18_06.txt"	"bottom-up"
"368"	"Parameters bottom-up 1328 10_06_2020 18_06.txt"	"bottom-up"
"369"	"Parameters bottom-up 1329 10_06_2020 18_06.txt"	"bottom-up"
"370"	"Parameters bottom-up 133 10_06_2020 18_00.txt"	"bottom-up"
"371"	"Parameters bottom-up 1330 10_06_2020 18_06.txt"	"bottom-up"
"372"	"Parameters bottom-up 1331 10_06_2020 18_06.txt"	"bottom-up"
"373"	"Parameters bottom-up 1332 10_06_2020 18_06.txt"	"bottom-up"
"374"	"Parameters bottom-up 1333 10_06_2020 18_06.txt"	"bottom-up"
"375"	"Parameters bottom-up 1334 10_06_2020 18_06.txt"	"bottom-up"
"376"	"Parameters bottom-up 1335 10_06_2020 18_06.txt"	"bottom-up"
"377"	"Parameters bottom-up 1336 10_06_2020 18_06.txt"	"bottom-up"
"378"	"Parameters bottom-up 1337 10_06_2020 18_06.txt"	"bottom-up"
"379"	"Parameters bottom-up 1338 10_06_2020 18_06.txt"	"bottom-up"
"380"	"Parameters bottom-up 1339 10_06_2020 18_06.txt"	"bottom-up"
"381"	"Parameters bottom-up 134 10_06_2020 18_00.txt"	"bottom-up"
"382"	"Parameters bottom-up 1340 10_06_2020 18_06.txt"	"bottom-up"
"383"	"Parameters bottom-up 1341 10_06_2020 18_06.txt"	"bottom-up"
"384"	"Parameters bottom-up 1342 10_06_2020 18_06.txt"	"bottom-up"
"385"	"Parameters bottom-up 1343 10_06_2020 18_06.txt"	"bottom-up"
"386"	"Parameters bottom-up 1344 10_06_2020 18_06.txt"	"bottom-up"
"387"	"Parameters bottom-up 1345 10_06_2020 18_06.txt"	"bottom-up"
"388"	"Parameters bottom-up 1346 10_06_2020 18_06.txt"	"bottom-up"
"389"	"Parameters bottom-up 1347 10_06_2020 18_06.txt"	"bottom-up"
"390"	"Parameters bottom-up 1348 10_06_2020 18_06.txt"	"bottom-up"
"391"	"Parameters bottom-up 1349 10_06_2020 18_06.txt"	"bottom-up"
"392"	"Parameters bottom-up 135 10_06_2020 18_00.txt"	"bottom-up"
"393"	"Parameters bottom-up 1350 10_06_2020 18_06.txt"	"bottom-up"
"394"	"Parameters bottom-up 1351 10_06_2020 18_06.txt"	"bottom-up"
"395"	"Parameters bottom-up 1352 10_06_2020 18_06.txt"	"bottom-up"
"396"	"Parameters bottom-up 1353 10_06_2020 18_06.txt"	"bottom-up"
"397"	"Parameters bottom-up 1354 10_06_2020 18_06.txt"	"bottom-up"
"398"	"Parameters bottom-up 1355 10_06_2020 18_06.txt"	"bottom-up"
"399"	"Parameters bottom-up 1356 10_06_2020 18_06.txt"	"bottom-up"
"400"	"Parameters bottom-up 1357 10_06_2020 18_06.txt"	"bottom-up"
"401"	"Parameters bottom-up 1358 10_06_2020 18_06.txt"	"bottom-up"
"402"	"Parameters bottom-up 1359 10_06_2020 18_06.txt"	"bottom-up"
"403"	"Parameters bottom-up 136 10_06_2020 18_00.txt"	"bottom-up"
"404"	"Parameters bottom-up 1360 10_06_2020 18_06.txt"	"bottom-up"
"405"	"Parameters bottom-up 1361 10_06_2020 18_06.txt"	"bottom-up"
"406"	"Parameters bottom-up 1362 10_06_2020 18_06.txt"	"bottom-up"
"407"	"Parameters bottom-up 1363 10_06_2020 18_06.txt"	"bottom-up"
"408"	"Parameters bottom-up 1364 10_06_2020 18_06.txt"	"bottom-up"
"409"	"Parameters bottom-up 1365 10_06_2020 18_06.txt"	"bottom-up"
"410"	"Parameters bottom-up 1366 10_06_2020 18_06.txt"	"bottom-up"
"411"	"Parameters bottom-up 1367 10_06_2020 18_06.txt"	"bottom-up"
"412"	"Parameters bottom-up 1368 10_06_2020 18_06.txt"	"bottom-up"
"413"	"Parameters bottom-up 1369 10_06_2020 18_06.txt"	"bottom-up"
"414"	"Parameters bottom-up 137 10_06_2020 18_00.txt"	"bottom-up"
"415"	"Parameters bottom-up 1370 10_06_2020 18_06.txt"	"bottom-up"
"416"	"Parameters bottom-up 1371 10_06_2020 18_06.txt"	"bottom-up"
"417"	"Parameters bottom-up 1372 10_06_2020 18_06.txt"	"bottom-up"
"418"	"Parameters bottom-up 1373 10_06_2020 18_06.txt"	"bottom-up"
"419"	"Parameters bottom-up 1374 10_06_2020 18_06.txt"	"bottom-up"
"420"	"Parameters bottom-up 1375 10_06_2020 18_06.txt"	"bottom-up"
"421"	"Parameters bottom-up 1376 10_06_2020 18_06.txt"	"bottom-up"
"422"	"Parameters bottom-up 1377 10_06_2020 18_06.txt"	"bottom-up"
"423"	"Parameters bottom-up 1378 10_06_2020 18_06.txt"	"bottom-up"
"424"	"Parameters bottom-up 1379 10_06_2020 18_06.txt"	"bottom-up"
"425"	"Parameters bottom-up 138 10_06_2020 18_00.txt"	"bottom-up"
"426"	"Parameters bottom-up 1380 10_06_2020 18_06.txt"	"bottom-up"
"427"	"Parameters bottom-up 1381 10_06_2020 18_06.txt"	"bottom-up"
"428"	"Parameters bottom-up 1382 10_06_2020 18_06.txt"	"bottom-up"
"429"	"Parameters bottom-up 1383 10_06_2020 18_06.txt"	"bottom-up"
"430"	"Parameters bottom-up 1384 10_06_2020 18_06.txt"	"bottom-up"
"431"	"Parameters bottom-up 1385 10_06_2020 18_06.txt"	"bottom-up"
"432"	"Parameters bottom-up 1386 10_06_2020 18_06.txt"	"bottom-up"
"433"	"Parameters bottom-up 1387 10_06_2020 18_06.txt"	"bottom-up"
"434"	"Parameters bottom-up 1388 10_06_2020 18_06.txt"	"bottom-up"
"435"	"Parameters bottom-up 1389 10_06_2020 18_06.txt"	"bottom-up"
"436"	"Parameters bottom-up 139 10_06_2020 18_00.txt"	"bottom-up"
"437"	"Parameters bottom-up 1390 10_06_2020 18_06.txt"	"bottom-up"
"438"	"Parameters bottom-up 1391 10_06_2020 18_06.txt"	"bottom-up"
"439"	"Parameters bottom-up 1392 10_06_2020 18_06.txt"	"bottom-up"
"440"	"Parameters bottom-up 1393 10_06_2020 18_06.txt"	"bottom-up"
"441"	"Parameters bottom-up 1394 10_06_2020 18_06.txt"	"bottom-up"
"442"	"Parameters bottom-up 1395 10_06_2020 18_06.txt"	"bottom-up"
"443"	"Parameters bottom-up 1396 10_06_2020 18_06.txt"	"bottom-up"
"444"	"Parameters bottom-up 1397 10_06_2020 18_06.txt"	"bottom-up"
"445"	"Parameters bottom-up 1398 10_06_2020 18_06.txt"	"bottom-up"
"446"	"Parameters bottom-up 1399 10_06_2020 18_06.txt"	"bottom-up"
"447"	"Parameters bottom-up 14 10_06_2020 17_59.txt"	"bottom-up"
"448"	"Parameters bottom-up 140 10_06_2020 18_00.txt"	"bottom-up"
"449"	"Parameters bottom-up 1400 10_06_2020 18_06.txt"	"bottom-up"
"450"	"Parameters bottom-up 1401 10_06_2020 18_06.txt"	"bottom-up"
"451"	"Parameters bottom-up 1402 10_06_2020 18_06.txt"	"bottom-up"
"452"	"Parameters bottom-up 1403 10_06_2020 18_06.txt"	"bottom-up"
"453"	"Parameters bottom-up 1404 10_06_2020 18_06.txt"	"bottom-up"
"454"	"Parameters bottom-up 1405 10_06_2020 18_06.txt"	"bottom-up"
"455"	"Parameters bottom-up 1406 10_06_2020 18_06.txt"	"bottom-up"
"456"	"Parameters bottom-up 1407 10_06_2020 18_06.txt"	"bottom-up"
"457"	"Parameters bottom-up 1408 10_06_2020 18_06.txt"	"bottom-up"
"458"	"Parameters bottom-up 1409 10_06_2020 18_06.txt"	"bottom-up"
"459"	"Parameters bottom-up 141 10_06_2020 18_00.txt"	"bottom-up"
"460"	"Parameters bottom-up 1410 10_06_2020 18_06.txt"	"bottom-up"
"461"	"Parameters bottom-up 1411 10_06_2020 18_06.txt"	"bottom-up"
"462"	"Parameters bottom-up 1412 10_06_2020 18_06.txt"	"bottom-up"
"463"	"Parameters bottom-up 1413 10_06_2020 18_06.txt"	"bottom-up"
"464"	"Parameters bottom-up 1414 10_06_2020 18_06.txt"	"bottom-up"
"465"	"Parameters bottom-up 1415 10_06_2020 18_06.txt"	"bottom-up"
"466"	"Parameters bottom-up 1416 10_06_2020 18_06.txt"	"bottom-up"
"467"	"Parameters bottom-up 1417 10_06_2020 18_06.txt"	"bottom-up"
"468"	"Parameters bottom-up 1418 10_06_2020 18_06.txt"	"bottom-up"
"469"	"Parameters bottom-up 1419 10_06_2020 18_06.txt"	"bottom-up"
"470"	"Parameters bottom-up 142 10_06_2020 18_00.txt"	"bottom-up"
"471"	"Parameters bottom-up 1420 10_06_2020 18_06.txt"	"bottom-up"
"472"	"Parameters bottom-up 1421 10_06_2020 18_06.txt"	"bottom-up"
"473"	"Parameters bottom-up 1422 10_06_2020 18_06.txt"	"bottom-up"
"474"	"Parameters bottom-up 1423 10_06_2020 18_06.txt"	"bottom-up"
"475"	"Parameters bottom-up 1424 10_06_2020 18_06.txt"	"bottom-up"
"476"	"Parameters bottom-up 1425 10_06_2020 18_06.txt"	"bottom-up"
"477"	"Parameters bottom-up 1426 10_06_2020 18_06.txt"	"bottom-up"
"478"	"Parameters bottom-up 1427 10_06_2020 18_06.txt"	"bottom-up"
"479"	"Parameters bottom-up 1428 10_06_2020 18_06.txt"	"bottom-up"
"480"	"Parameters bottom-up 1429 10_06_2020 18_06.txt"	"bottom-up"
"481"	"Parameters bottom-up 143 10_06_2020 18_00.txt"	"bottom-up"
"482"	"Parameters bottom-up 1430 10_06_2020 18_06.txt"	"bottom-up"
"483"	"Parameters bottom-up 1431 10_06_2020 18_06.txt"	"bottom-up"
"484"	"Parameters bottom-up 1432 10_06_2020 18_06.txt"	"bottom-up"
"485"	"Parameters bottom-up 1433 10_06_2020 18_06.txt"	"bottom-up"
"486"	"Parameters bottom-up 1434 10_06_2020 18_06.txt"	"bottom-up"
"487"	"Parameters bottom-up 1435 10_06_2020 18_06.txt"	"bottom-up"
"488"	"Parameters bottom-up 1436 10_06_2020 18_06.txt"	"bottom-up"
"489"	"Parameters bottom-up 1437 10_06_2020 18_06.txt"	"bottom-up"
"490"	"Parameters bottom-up 1438 10_06_2020 18_06.txt"	"bottom-up"
"491"	"Parameters bottom-up 1439 10_06_2020 18_06.txt"	"bottom-up"
"492"	"Parameters bottom-up 144 10_06_2020 18_00.txt"	"bottom-up"
"493"	"Parameters bottom-up 1440 10_06_2020 18_06.txt"	"bottom-up"
"494"	"Parameters bottom-up 1441 10_06_2020 18_06.txt"	"bottom-up"
"495"	"Parameters bottom-up 1442 10_06_2020 18_06.txt"	"bottom-up"
"496"	"Parameters bottom-up 1443 10_06_2020 18_06.txt"	"bottom-up"
"497"	"Parameters bottom-up 1444 10_06_2020 18_06.txt"	"bottom-up"
"498"	"Parameters bottom-up 1445 10_06_2020 18_06.txt"	"bottom-up"
"499"	"Parameters bottom-up 1446 10_06_2020 18_06.txt"	"bottom-up"
"500"	"Parameters bottom-up 1447 10_06_2020 18_06.txt"	"bottom-up"
"501"	"Parameters bottom-up 1448 10_06_2020 18_06.txt"	"bottom-up"
"502"	"Parameters bottom-up 1449 10_06_2020 18_06.txt"	"bottom-up"
"503"	"Parameters bottom-up 145 10_06_2020 18_00.txt"	"bottom-up"
"504"	"Parameters bottom-up 1450 10_06_2020 18_06.txt"	"bottom-up"
"505"	"Parameters bottom-up 1451 10_06_2020 18_06.txt"	"bottom-up"
"506"	"Parameters bottom-up 1452 10_06_2020 18_06.txt"	"bottom-up"
"507"	"Parameters bottom-up 1453 10_06_2020 18_06.txt"	"bottom-up"
"508"	"Parameters bottom-up 1454 10_06_2020 18_06.txt"	"bottom-up"
"509"	"Parameters bottom-up 1455 10_06_2020 18_06.txt"	"bottom-up"
"510"	"Parameters bottom-up 1456 10_06_2020 18_06.txt"	"bottom-up"
"511"	"Parameters bottom-up 1457 10_06_2020 18_06.txt"	"bottom-up"
"512"	"Parameters bottom-up 1458 10_06_2020 18_06.txt"	"bottom-up"
"513"	"Parameters bottom-up 1459 10_06_2020 18_06.txt"	"bottom-up"
"514"	"Parameters bottom-up 146 10_06_2020 18_00.txt"	"bottom-up"
"515"	"Parameters bottom-up 1460 10_06_2020 18_06.txt"	"bottom-up"
"516"	"Parameters bottom-up 1461 10_06_2020 18_06.txt"	"bottom-up"
"517"	"Parameters bottom-up 1462 10_06_2020 18_06.txt"	"bottom-up"
"518"	"Parameters bottom-up 1463 10_06_2020 18_06.txt"	"bottom-up"
"519"	"Parameters bottom-up 1464 10_06_2020 18_06.txt"	"bottom-up"
"520"	"Parameters bottom-up 1465 10_06_2020 18_06.txt"	"bottom-up"
"521"	"Parameters bottom-up 1466 10_06_2020 18_06.txt"	"bottom-up"
"522"	"Parameters bottom-up 1467 10_06_2020 18_06.txt"	"bottom-up"
"523"	"Parameters bottom-up 1468 10_06_2020 18_06.txt"	"bottom-up"
"524"	"Parameters bottom-up 1469 10_06_2020 18_06.txt"	"bottom-up"
"525"	"Parameters bottom-up 147 10_06_2020 18_00.txt"	"bottom-up"
"526"	"Parameters bottom-up 1470 10_06_2020 18_06.txt"	"bottom-up"
"527"	"Parameters bottom-up 1471 10_06_2020 18_06.txt"	"bottom-up"
"528"	"Parameters bottom-up 1472 10_06_2020 18_06.txt"	"bottom-up"
"529"	"Parameters bottom-up 1473 10_06_2020 18_06.txt"	"bottom-up"
"530"	"Parameters bottom-up 1474 10_06_2020 18_06.txt"	"bottom-up"
"531"	"Parameters bottom-up 1475 10_06_2020 18_06.txt"	"bottom-up"
"532"	"Parameters bottom-up 1476 10_06_2020 18_06.txt"	"bottom-up"
"533"	"Parameters bottom-up 1477 10_06_2020 18_06.txt"	"bottom-up"
"534"	"Parameters bottom-up 1478 10_06_2020 18_06.txt"	"bottom-up"
"535"	"Parameters bottom-up 1479 10_06_2020 18_06.txt"	"bottom-up"
"536"	"Parameters bottom-up 148 10_06_2020 18_00.txt"	"bottom-up"
"537"	"Parameters bottom-up 1480 10_06_2020 18_06.txt"	"bottom-up"
"538"	"Parameters bottom-up 1481 10_06_2020 18_06.txt"	"bottom-up"
"539"	"Parameters bottom-up 1482 10_06_2020 18_06.txt"	"bottom-up"
"540"	"Parameters bottom-up 1483 10_06_2020 18_06.txt"	"bottom-up"
"541"	"Parameters bottom-up 1484 10_06_2020 18_06.txt"	"bottom-up"
"542"	"Parameters bottom-up 1485 10_06_2020 18_06.txt"	"bottom-up"
"543"	"Parameters bottom-up 1486 10_06_2020 18_06.txt"	"bottom-up"
"544"	"Parameters bottom-up 1487 10_06_2020 18_06.txt"	"bottom-up"
"545"	"Parameters bottom-up 1488 10_06_2020 18_07.txt"	"bottom-up"
"546"	"Parameters bottom-up 1489 10_06_2020 18_07.txt"	"bottom-up"
"547"	"Parameters bottom-up 149 10_06_2020 18_00.txt"	"bottom-up"
"548"	"Parameters bottom-up 1490 10_06_2020 18_07.txt"	"bottom-up"
"549"	"Parameters bottom-up 1491 10_06_2020 18_07.txt"	"bottom-up"
"550"	"Parameters bottom-up 1492 10_06_2020 18_07.txt"	"bottom-up"
"551"	"Parameters bottom-up 1493 10_06_2020 18_07.txt"	"bottom-up"
"552"	"Parameters bottom-up 1494 10_06_2020 18_07.txt"	"bottom-up"
"553"	"Parameters bottom-up 1495 10_06_2020 18_07.txt"	"bottom-up"
"554"	"Parameters bottom-up 1496 10_06_2020 18_07.txt"	"bottom-up"
"555"	"Parameters bottom-up 1497 10_06_2020 18_07.txt"	"bottom-up"
"556"	"Parameters bottom-up 1498 10_06_2020 18_07.txt"	"bottom-up"
"557"	"Parameters bottom-up 1499 10_06_2020 18_07.txt"	"bottom-up"
"558"	"Parameters bottom-up 15 10_06_2020 17_59.txt"	"bottom-up"
"559"	"Parameters bottom-up 150 10_06_2020 18_00.txt"	"bottom-up"
"560"	"Parameters bottom-up 1500 10_06_2020 18_07.txt"	"bottom-up"
"561"	"Parameters bottom-up 1501 10_06_2020 18_07.txt"	"bottom-up"
"562"	"Parameters bottom-up 1502 10_06_2020 18_07.txt"	"bottom-up"
"563"	"Parameters bottom-up 1503 10_06_2020 18_07.txt"	"bottom-up"
"564"	"Parameters bottom-up 1504 10_06_2020 18_07.txt"	"bottom-up"
"565"	"Parameters bottom-up 1505 10_06_2020 18_07.txt"	"bottom-up"
"566"	"Parameters bottom-up 1506 10_06_2020 18_07.txt"	"bottom-up"
"567"	"Parameters bottom-up 1507 10_06_2020 18_07.txt"	"bottom-up"
"568"	"Parameters bottom-up 1508 10_06_2020 18_07.txt"	"bottom-up"
"569"	"Parameters bottom-up 1509 10_06_2020 18_07.txt"	"bottom-up"
"570"	"Parameters bottom-up 151 10_06_2020 18_00.txt"	"bottom-up"
"571"	"Parameters bottom-up 1510 10_06_2020 18_07.txt"	"bottom-up"
"572"	"Parameters bottom-up 1511 10_06_2020 18_07.txt"	"bottom-up"
"573"	"Parameters bottom-up 1512 10_06_2020 18_07.txt"	"bottom-up"
"574"	"Parameters bottom-up 1513 10_06_2020 18_07.txt"	"bottom-up"
"575"	"Parameters bottom-up 1514 10_06_2020 18_07.txt"	"bottom-up"
"576"	"Parameters bottom-up 1515 10_06_2020 18_07.txt"	"bottom-up"
"577"	"Parameters bottom-up 1516 10_06_2020 18_07.txt"	"bottom-up"
"578"	"Parameters bottom-up 1517 10_06_2020 18_07.txt"	"bottom-up"
"579"	"Parameters bottom-up 1518 10_06_2020 18_07.txt"	"bottom-up"
"580"	"Parameters bottom-up 1519 10_06_2020 18_07.txt"	"bottom-up"
"581"	"Parameters bottom-up 152 10_06_2020 18_00.txt"	"bottom-up"
"582"	"Parameters bottom-up 1520 10_06_2020 18_07.txt"	"bottom-up"
"583"	"Parameters bottom-up 1521 10_06_2020 18_07.txt"	"bottom-up"
"584"	"Parameters bottom-up 1522 10_06_2020 18_07.txt"	"bottom-up"
"585"	"Parameters bottom-up 1523 10_06_2020 18_07.txt"	"bottom-up"
"586"	"Parameters bottom-up 1524 10_06_2020 18_07.txt"	"bottom-up"
"587"	"Parameters bottom-up 1525 10_06_2020 18_07.txt"	"bottom-up"
"588"	"Parameters bottom-up 1526 10_06_2020 18_07.txt"	"bottom-up"
"589"	"Parameters bottom-up 1527 10_06_2020 18_07.txt"	"bottom-up"
"590"	"Parameters bottom-up 1528 10_06_2020 18_07.txt"	"bottom-up"
"591"	"Parameters bottom-up 1529 10_06_2020 18_07.txt"	"bottom-up"
"592"	"Parameters bottom-up 153 10_06_2020 18_00.txt"	"bottom-up"
"593"	"Parameters bottom-up 1530 10_06_2020 18_07.txt"	"bottom-up"
"594"	"Parameters bottom-up 1531 10_06_2020 18_07.txt"	"bottom-up"
"595"	"Parameters bottom-up 1532 10_06_2020 18_07.txt"	"bottom-up"
"596"	"Parameters bottom-up 1533 10_06_2020 18_07.txt"	"bottom-up"
"597"	"Parameters bottom-up 1534 10_06_2020 18_07.txt"	"bottom-up"
"598"	"Parameters bottom-up 1535 10_06_2020 18_07.txt"	"bottom-up"
"599"	"Parameters bottom-up 1536 10_06_2020 18_07.txt"	"bottom-up"
"600"	"Parameters bottom-up 1537 10_06_2020 18_07.txt"	"bottom-up"
"601"	"Parameters bottom-up 1538 10_06_2020 18_07.txt"	"bottom-up"
"602"	"Parameters bottom-up 1539 10_06_2020 18_07.txt"	"bottom-up"
"603"	"Parameters bottom-up 154 10_06_2020 18_00.txt"	"bottom-up"
"604"	"Parameters bottom-up 1540 10_06_2020 18_07.txt"	"bottom-up"
"605"	"Parameters bottom-up 1541 10_06_2020 18_07.txt"	"bottom-up"
"606"	"Parameters bottom-up 1542 10_06_2020 18_07.txt"	"bottom-up"
"607"	"Parameters bottom-up 1543 10_06_2020 18_07.txt"	"bottom-up"
"608"	"Parameters bottom-up 1544 10_06_2020 18_07.txt"	"bottom-up"
"609"	"Parameters bottom-up 1545 10_06_2020 18_07.txt"	"bottom-up"
"610"	"Parameters bottom-up 1546 10_06_2020 18_07.txt"	"bottom-up"
"611"	"Parameters bottom-up 1547 10_06_2020 18_07.txt"	"bottom-up"
"612"	"Parameters bottom-up 1548 10_06_2020 18_07.txt"	"bottom-up"
"613"	"Parameters bottom-up 1549 10_06_2020 18_07.txt"	"bottom-up"
"614"	"Parameters bottom-up 155 10_06_2020 18_00.txt"	"bottom-up"
"615"	"Parameters bottom-up 1550 10_06_2020 18_07.txt"	"bottom-up"
"616"	"Parameters bottom-up 1551 10_06_2020 18_07.txt"	"bottom-up"
"617"	"Parameters bottom-up 1552 10_06_2020 18_07.txt"	"bottom-up"
"618"	"Parameters bottom-up 1553 10_06_2020 18_07.txt"	"bottom-up"
"619"	"Parameters bottom-up 1554 10_06_2020 18_07.txt"	"bottom-up"
"620"	"Parameters bottom-up 1555 10_06_2020 18_07.txt"	"bottom-up"
"621"	"Parameters bottom-up 1556 10_06_2020 18_07.txt"	"bottom-up"
"622"	"Parameters bottom-up 1557 10_06_2020 18_07.txt"	"bottom-up"
"623"	"Parameters bottom-up 1558 10_06_2020 18_07.txt"	"bottom-up"
"624"	"Parameters bottom-up 1559 10_06_2020 18_07.txt"	"bottom-up"
"625"	"Parameters bottom-up 156 10_06_2020 18_00.txt"	"bottom-up"
"626"	"Parameters bottom-up 1560 10_06_2020 18_07.txt"	"bottom-up"
"627"	"Parameters bottom-up 1561 10_06_2020 18_07.txt"	"bottom-up"
"628"	"Parameters bottom-up 1562 10_06_2020 18_07.txt"	"bottom-up"
"629"	"Parameters bottom-up 1563 10_06_2020 18_07.txt"	"bottom-up"
"630"	"Parameters bottom-up 1564 10_06_2020 18_07.txt"	"bottom-up"
"631"	"Parameters bottom-up 1565 10_06_2020 18_07.txt"	"bottom-up"
"632"	"Parameters bottom-up 1566 10_06_2020 18_07.txt"	"bottom-up"
"633"	"Parameters bottom-up 1567 10_06_2020 18_07.txt"	"bottom-up"
"634"	"Parameters bottom-up 1568 10_06_2020 18_07.txt"	"bottom-up"
"635"	"Parameters bottom-up 1569 10_06_2020 18_07.txt"	"bottom-up"
"636"	"Parameters bottom-up 157 10_06_2020 18_00.txt"	"bottom-up"
"637"	"Parameters bottom-up 1570 10_06_2020 18_07.txt"	"bottom-up"
"638"	"Parameters bottom-up 1571 10_06_2020 18_07.txt"	"bottom-up"
"639"	"Parameters bottom-up 1572 10_06_2020 18_07.txt"	"bottom-up"
"640"	"Parameters bottom-up 1573 10_06_2020 18_07.txt"	"bottom-up"
"641"	"Parameters bottom-up 1574 10_06_2020 18_07.txt"	"bottom-up"
"642"	"Parameters bottom-up 1575 10_06_2020 18_07.txt"	"bottom-up"
"643"	"Parameters bottom-up 1576 10_06_2020 18_07.txt"	"bottom-up"
"644"	"Parameters bottom-up 1577 10_06_2020 18_07.txt"	"bottom-up"
"645"	"Parameters bottom-up 1578 10_06_2020 18_07.txt"	"bottom-up"
"646"	"Parameters bottom-up 1579 10_06_2020 18_07.txt"	"bottom-up"
"647"	"Parameters bottom-up 158 10_06_2020 18_00.txt"	"bottom-up"
"648"	"Parameters bottom-up 1580 10_06_2020 18_07.txt"	"bottom-up"
"649"	"Parameters bottom-up 1581 10_06_2020 18_07.txt"	"bottom-up"
"650"	"Parameters bottom-up 1582 10_06_2020 18_07.txt"	"bottom-up"
"651"	"Parameters bottom-up 1583 10_06_2020 18_07.txt"	"bottom-up"
"652"	"Parameters bottom-up 1584 10_06_2020 18_07.txt"	"bottom-up"
"653"	"Parameters bottom-up 1585 10_06_2020 18_07.txt"	"bottom-up"
"654"	"Parameters bottom-up 1586 10_06_2020 18_07.txt"	"bottom-up"
"655"	"Parameters bottom-up 1587 10_06_2020 18_07.txt"	"bottom-up"
"656"	"Parameters bottom-up 1588 10_06_2020 18_07.txt"	"bottom-up"
"657"	"Parameters bottom-up 1589 10_06_2020 18_07.txt"	"bottom-up"
"658"	"Parameters bottom-up 159 10_06_2020 18_00.txt"	"bottom-up"
"659"	"Parameters bottom-up 1590 10_06_2020 18_07.txt"	"bottom-up"
"660"	"Parameters bottom-up 1591 10_06_2020 18_07.txt"	"bottom-up"
"661"	"Parameters bottom-up 1592 10_06_2020 18_07.txt"	"bottom-up"
"662"	"Parameters bottom-up 1593 10_06_2020 18_07.txt"	"bottom-up"
"663"	"Parameters bottom-up 1594 10_06_2020 18_07.txt"	"bottom-up"
"664"	"Parameters bottom-up 1595 10_06_2020 18_07.txt"	"bottom-up"
"665"	"Parameters bottom-up 1596 10_06_2020 18_07.txt"	"bottom-up"
